data_instance	premise	ask-for	hypothesis1	hypothesis2	true_label	predicted_label
dev-1360	Many domestic cats lack the ability of adaptation.	effect	They can't live well in a strange environment.	They are ill-adapted.	0	1
dev-1361	They found that the breasts grow during this time.	cause	The female elephant in the zoo is getting old.	The scientist focused on caring for the breasts for the first few weeks.	1	1
dev-1362	His mother bought the fermented dough from the supermarket.	cause	The starch was placed in fridge for a long time.	Tom wants to eat pizza tonight.	1	1
dev-1363	The ape in the zoo was single last year.	effect	This year it's got a baby ape on its back.	The zoo employed a lot of keepers to complete the task.	0	0
dev-1364	When charged, the tungsten wires will excite the air atoms and emit light.	cause	Bulbs contain tungsten wires and air.	Mike placed a small magnetic needle next to the energized coil.	0	0
dev-1365	David committed the sin of schism.	effect	David was sentenced to hang.	He became violent.	0	0
dev-1366	Tom is hesitant about what major he will study in college.	effect	He decides to choose anthropology as his major in college.	He finally decided to be a student majoring in microbial physiology.	1	0
dev-1367	They found that those animals lived in their habit from ancient and never moved away.	cause	Sheep easily run away.	They studied the life habits of many wild animals in South Africa.	1	1
dev-1368	He bought lots of truffles.	cause	He wanted some subterranean fungi.	Black's mother said that Black should have a good habit.	0	1
dev-1369	He found that they had body temperature.	cause	He had a bath.	He measured the birds with a thermometer.	1	1
dev-1370	It layed eggs.	cause	The kudzu was exposed to the oxygen.	The rattlesnake was pregnant.	1	1
dev-1371	He redesigned the product for better utility.	cause	The product designer aimed to enhance customers' satisfaction.	The chief bought oats.	0	0
dev-1372	When I saw them again today, I noticed that exfoliation occured.	cause	Their group was in charge of the gelatin Infiltration.	I found that many deeply-buried rocks were exposed at the earth's surface by erosion long time ago.	1	1
dev-1373	Amy has a unsually light weight compared with others.	cause	Amy was born with deficiencies in legs.	A weights heavier than B.	0	0
dev-1374	Mike was exposed to the Rhinoviruses.	effect	He suffered from bronchitis.	His lung functions were seriously affected.	0	0
dev-1375	Tom threw a ball at his teacher.	effect	The ball hit his teacher.	Possiblly he had a crash on her.	0	0
dev-1376	She used PS to improve the intensification.	cause	The product designer aimed to enhance customers' satisfaction.	Lucy has taken a vague photo.	1	1
dev-1377	The butcher killed the goat with a dull blade in public.	effect	The goat had a big gash in its throat that bled for quite a bit.	The goat's head was chopped off.	0	1
dev-1378	Amy sees bronchi on either side of the trachea.	cause	Amy has tracheitis.	Amy observes the patient's tracheae.	1	1
dev-1379	She felt the texture of the flowers.	cause	She stroked the petals with her fingers.	Butterflies pollinate flowers.	0	0
dev-1380	Monkeys know how to induce insects with sticks.	effect	They can feed themselves on insects.	They can always accurately locate the insects.	0	1
dev-1381	The water cycle went to a halt here.	cause	Wires were cut out in this building.	There is no rainfall at all here.	1	1
dev-1382	Lila was infected with amebiasis.	effect	She was uncomfortable.	Her skin can better stay intact.	0	1
dev-1383	Lucy's physical condition cannot support her to give birth to a child.	cause	Lucy's physical condition cannot support her to give birth to a child.	Lucy has a strong ability of adaptation.	0	0
dev-1384	It swallowed the whole mouse.	cause	The psyllid was hungry.	The copperhead snake caught a mouse.	1	1
dev-1385	Not soon later the rocks in the pond were super clean and bald.	cause	Tom scattered some big pieces of food into the tadpoles pond.	Some limpets were put into a pond where algae prospered.	1	1
dev-1386	A lot of the ice melted.	cause	The climate around the iceberg changed.	The large amount of glaciers collpased and were burried underground.	0	1
dev-1387	The  researcher wants to know the essence of grain.	effect	He analyzed the components of it.	He cannot find the components of it.	0	1
dev-1388	He always burns firewood to keep warm.	cause	Chris is cold in winter.	Tom lives in a forest where the weather is warm and moist.	0	1
dev-1389	There's a lot of crime in ABC.	cause	Detectives are unemployed.	ABC is a country with a very backward social development.	1	1
dev-1390	Many of them use rivers as their habitat.	cause	Many animals are searching for suitable habitats.	Varnishes utilize refraction of light.	0	0
dev-1391	Jack was tested positive for stimulant.	cause	Jack ate a bar of chocolate before the game.	She can not stand the old drug's effect.	0	0
dev-1392	Ceftriaxone can resist many kinds of bacteria.	effect	He can be protected from coldness.	Doctors often prescribe this medicine to patients.	1	1
dev-1393	Critters time their reproductive cycle.	effect	He is used to the seasonal variability.	The chances of their babies' survival can be maximized.	1	1
dev-1394	Gunshots always happen in America.	cause	Statistics reveal that many children die from firearm every year.	All citizens have the right to take a gun with them.	1	0
dev-1395	Bob is a diner.	effect	He is eating bread.	He opens the door.	0	0
dev-1396	Leads can be touched by hands.	cause	Budgerigars live on cliffs.	Wires covered by soft flexible plastic are touchable.	1	1
dev-1397	Earthquake close to sea leads to tsunami.	cause	Massive waves of the sea brings in tsunami.	Massive waves of the sea brings in earthquake.	0	1
dev-1398	Tom had a heart attack suddenly.	effect	He died of it.	The utility has saved his life.	1	0
dev-1399	The wind here is very strong.	effect	The wind took away a lot of silt particles.	Farmland and houses will be destroyed by wind and heavy rainfall.	0	0
dev-1400	The policewomen set about investigating the case.	cause	A neighbor reported to the police that Tom had a drug deal in his house.	There was a murder case in this area.	1	1
dev-1401	This plane can't take off normally.	cause	The wing on one side of the plane malfunctioned.	The ground is dry.	0	0
dev-1402	Lucy can dive to the bottom of the sea.	cause	Lucy is carrying an oxygen tank.	Lucy has a strong ability of adaptation.	0	0
dev-1403	Evaporation is obvious in hot Hainan Island.	effect	Coral reefs are formed here.	Hainan Island has abundant precipitation all year round.	1	1
dev-1404	Collecting of plants from the wild were not under control.	effect	Snowdrops are threatened.	The ecological balance was damaged.	0	1
dev-1405	The food here was poisoned by mycotoxins.	effect	You should not touch its surface.	The food was not eatable.	1	1
dev-1406	Poor John hoped to start his own business.	effect	His mother explained to him patiently using the picture book at home.	He turned to reliable proposals.	1	1
dev-1407	Researchers found that the metabolism of mice accelerated.	cause	The researchers fed the mice some capsicums.	The researchers injected glucose into mice.	0	1
dev-1408	Permanently frozen ground were utilized to protect them.	cause	The agriculturist placed the peanuts under sitimulate drought conditions.	Only Permafrost can preserve these special seeds.	1	0
dev-1409	Her autopsy showed that she died of suffocation.	cause	Jane shows symptoms of hypothyroidism.	Emma was locked in her throat by a robber.	1	1
dev-1410	I think it is like a lizard.	cause	There is a anols in the room.	My girlfriend describe the caterpillar she just saw.	0	1
dev-1411	This shop sells both high-quality and low-quality wines.	effect	Visitors find it easy to distinguish them.	The price of high-quality wine is much more expensive.	1	1
dev-1412	The boy bite the lemon.	effect	Saliva flew out from his mouth.	He spited out several seeds.	1	0
dev-1413	Tom wants to choose a letter to represent the partial pressure of carbon dioxide.	effect	He loves the beautiful structureb of it.	He uses capitalized P.	1	1
dev-1414	The scientist has collected some minerals.	effect	He takes in substances of nutrition from them.	He has found magnesium.	1	1
dev-1415	He is a nuturalist.	effect	He thinks about both direct and indirect benefits of harvests.	He goes all over the world to collect specimens.	1	1
dev-1416	Sean's immune system was damaged.	cause	Lucy was wearing a skirt.	The adenoviruses in Sean reacts strongly.	1	1
dev-1417	Furan is a good choice.	cause	We need a substitute of dioxin.	Tom searched the typical names of fullerenes.	0	0
dev-1418	He is proficient in the use of gerund.	effect	Animals eat grain and die.	He knows the compound structure of gerund.	1	1
dev-1419	America is a country of tolerance.	effect	Li Ming has the same habits with people from Taiwan.	It accepted diverse cultures.	1	1
dev-1420	Data show that the earth's orbit has changed.	effect	Ice ages followed.	Nothing happened after that.	0	0
dev-1421	There are some voles in the field.	effect	The farmer has used some pesticide to drive away them to avoid damaging the field.	They utilize different strategies to win.	0	0
dev-1422	These jockeys were very hungry.	effect	They prepared something to protect their knees.	They enjoyed the delicious food very much.	1	1
dev-1423	She could start her travel at once.	cause	Tom is a student majoring in botany.	Jessi stepped on the craft.	1	1
dev-1424	The girl keeps reading.	effect	Her brain keeps thinking.	The girl generate a sense of love on cichlids.	0	0
dev-1425	The nutritionist arranges her diet every day.	cause	Jenny's Schnauzer is 15 years old.	The actress hires a professional nutritionist.	1	1
dev-1426	Tom wants to deprive himself from the disease of compulsive overeating.	effect	He has to stick to abstinence.	He is super healthy.	0	0
dev-1427	Moa and ostrich looks very similar but are different.	effect	Moas has furry feathers around their necks.	They cut their roots for food.	0	0
